Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,ID,Title,Date
226,13,0.1459,"교육, 기술, 사회",627cdd4d7f98dd6342b323e0,정밀기술 습득 위한 체계적 교육 ‘로봇수술 명의’ 양성 ,2022-04-16
1157,13,0.1459,"교육, 기술, 사회",627cdd4d7f98dd6342b32d12,정밀기술 습득 위한 체계적 교육 ‘로봇수술 명의’ 양성,2022-04-16
1134,13,0.1459,"교육, 기술, 사회",627cdd4d7f98dd6342b32cd7,정밀기술 습득 위한 체계적 교육 ‘로봇수술 명의’ 양성 ,2022-04-16
455,13,0.1206,"교육, 기술, 사회",627cdd4d7f98dd6342b32606,"“초중고 코딩교육, 교사양성-교육시간 확대 시급” ",2022-04-28
84,13,0.0777,"교육, 기술, 사회",627cdd4d7f98dd6342b322d9,“학교 교육서 국악 사라진다”… 국악계 ‘교육과정 개정’ 반발 ,2022-04-22
502,13,0.0647,"교육, 기술, 사회",627cdd4d7f98dd6342b32668,"아주대, 우즈베키스탄에 ‘타슈켄트 아주’설립, 우수 교육체계 수출 ",2022-04-28
390,13,0.0626,"교육, 기술, 사회",627cdd4d7f98dd6342b3255b,비즈니스 데이터 분석 특화과정 개설… 관리자-실무형 투트랙 운영 ,2022-04-21
1446,13,0.0617,"교육, 기술, 사회",627cdd4d7f98dd6342b32fb2,‘2022 김용근 민족교육상’ 황광우 작가,2022-05-10
1093,13,0.0614,"교육, 기술, 사회",627cdd4d7f98dd6342b32c79,“65세로 정년연장하려면 호봉제 없애고 평생교육 강화해야”[인사이드＆인사이트] ,2022-05-10
572,13,0.0603,"교육, 기술, 사회",627cdd4d7f98dd6342b32706,세계로 뻗어나가는 디지털 신기술 창의인재 양성 ,2022-04-29
2673,13,0.0584,"교육, 기술, 사회",627cdd4d7f98dd6342b339e4,"코딩교육, 교재도 교사도 없는 까닭",2022-04-17
562,13,0.0584,"교육, 기술, 사회",627cdd4d7f98dd6342b326f2,신나는 VR 체험… “교육이 미래” ,2022-04-27
2410,13,0.0582,"교육, 기술, 사회",627cdd4d7f98dd6342b33852,“단가 인상” 요청하자…협력업체 기술자료 빼돌리고 거래 끊은 쿠첸,2022-04-20
554,13,0.0582,"교육, 기술, 사회",627cdd4d7f98dd6342b326da,"AI 면접, 600여 기업 채용 과정에 도입… 화상인터뷰로 표정-억양 분석해 점수화 ",2022-05-02
741,13,0.0573,"교육, 기술, 사회",627cdd4d7f98dd6342b328e6,지자체와 탄탄한 산학협력체제 구축 ,2022-04-29
901,13,0.0563,"교육, 기술, 사회",627cdd4d7f98dd6342b32aa4,창업교육 늘고 기술연구 ‘활기’… 양극화 해소는 과제 ,2022-05-05
